age,income,loan_amount,loan_tenure_months,avg_dpd_per_delinquency,delinquency_ratio,credit_utilization_ratio,num_open_accounts,residence_type,loan_purpose,loan_type,default
38,12247.48,11352.46,48,5.9,0.087,0.1967,2,Rented,Personal,Secured,0
59,17482.83,4670.66,24,21.7,0.1894,0.1777,5,Owned,Home,Unsecured,0
49,18792.44,10034.93,24,10.4,0.1798,0.1472,5,Rented,Home,Unsecured,0
38,25170.83,3066.62,24,24.7,0.0823,0.0146,6,Rented,Education,Unsecured,1
64,19039.1,9702.01,60,12.2,0.0086,0.3297,2,Rented,Home,Unsecured,0
28,24096.24,19490.99,60,7.9,0.0384,0.2332,6,Rented,Personal,Secured,1
51,18736.42,9310.44,6,0.1,0.101,0.5347,1,Owned,Education,Secured,0
54,12005.45,6262.26,24,3.8,0.1571,0.5906,6,Owned,Home,Secured,0
27,6785.15,9549.19,18,9.8,0.0228,0.3507,7,Owned,Auto,Unsecured,0
56,20973.47,19841.96,60,54.5,0.2391,0.2612,5,Owned,Education,Unsecured,1
38,3000.0,9754.09,6,7.2,0.0061,0.2472,6,Owned,Personal,Secured,0
58,3878.39,4250.6,48,10.8,0.2248,0.2144,5,Mortgage,Auto,Unsecured,0
29,6815.72,2871.75,48,27.2,0.1901,0.2758,5,Mortgage,Home,Secured,1
29,23716.98,9974.02,24,1.2,0.2995,0.2758,1,Rented,Home,Unsecured,0
28,6081.66,16066.0,12,7.6,0.021,0.2984,3,Rented,Auto,Unsecured,0
55,21761.1,14205.11,6,15.5,0.0099,0.1769,3,Rented,Education,Secured,0
38,9744.18,17489.08,60,4.8,0.115,0.1221,7,Mortgage,Home,Unsecured,1
25,16828.13,15139.35,48,8.9,0.001,0.1418,1,Owned,Personal,Unsecured,0
34,17499.17,12056.11,24,12.2,0.1743,0.3307,6,Owned,Auto,Unsecured,0
48,16708.38,1000.0,18,14.5,0.2894,0.1408,1,Rented,Personal,Unsecured,0
50,12826.8,18924.24,36,3.1,0.058,0.0735,2,Rented,Personal,Secured,0
24,5469.01,4716.09,48,2.3,0.1005,0.2921,2,Owned,Education,Secured,0
59,18214.66,23553.03,24,25.4,0.0244,0.2131,7,Owned,Home,Unsecured,0
40,22461.23,8165.85,12,0.2,0.0421,0.4461,6,Owned,Personal,Unsecured,0
45,23433.66,8372.93,18,16.3,0.0307,0.1366,2,Owned,Personal,Secured,0
48,18654.31,9335.9,48,2.5,0.1737,0.5016,3,Rented,Auto,Secured,0
32,20060.83,12068.54,6,14.4,0.1538,0.0926,6,Rented,Home,Secured,0
22,11831.13,5146.07,18,7.7,0.0446,0.0883,7,Rented,Home,Unsecured,0
63,21595.76,7575.89,24,6.9,0.3491,0.2494,4,Rented,Auto,Unsecured,0
34,21301.35,16672.47,60,4.2,0.1524,0.4567,5,Rented,Home,Secured,0
42,15617.58,18705.18,48,25.7,0.1308,0.3248,2,Rented,Personal,Unsecured,0
51,18384.68,6473.88,48,2.0,0.003,0.2545,7,Rented,Personal,Unsecured,0
43,17785.64,13667.7,12,0.6,0.1306,0.283,5,Rented,Education,Secured,0
40,21652.34,9382.9,48,8.1,0.0485,0.4933,1,Rented,Home,Unsecured,1
58,5649.38,14510.56,60,1.1,0.0199,0.2355,3,Mortgage,Personal,Secured,0
24,5490.33,7512.78,18,8.6,0.1951,0.271,2,Owned,Home,Secured,0
35,5905.54,15655.62,48,7.4,0.0826,0.6071,6,Mortgage,Personal,Secured,0
44,14441.87,11333.65,18,11.1,0.1686,0.2568,6,Owned,Auto,Unsecured,0
45,21642.46,9538.52,36,20.2,0.2991,0.2102,4,Mortgage,Personal,Unsecured,0
21,3000.0,11813.52,60,4.4,0.0193,0.489,6,Owned,Education,Secured,0
27,18752.05,19222.02,36,8.9,0.2391,0.4607,3,Owned,Education,Unsecured,0
51,27550.0,11527.55,24,7.0,0.1441,0.2914,1,Rented,Education,Unsecured,0
32,20185.2,13424.91,6,2.0,0.0164,0.2829,6,Rented,Home,Secured,0
62,3000.0,12449.44,6,4.9,0.0231,0.2696,7,Mortgage,Personal,Unsecured,1
25,22168.53,12471.05,12,7.2,0.1917,0.3913,7,Rented,Auto,Unsecured,0
64,19938.25,18090.01,60,0.9,0.1712,0.6471,6,Rented,Personal,Unsecured,0
62,15258.91,16161.67,24,2.4,0.0423,0.0844,6,Owned,Education,Secured,0
58,19454.22,5199.48,6,6.0,0.0778,0.3458,5,Rented,Personal,Secured,0
32,6833.08,14743.26,48,9.9,0.0944,0.0123,3,Rented,Personal,Secured,0
59,18407.91,20060.98,18,9.7,0.1471,0.3871,7,Owned,Home,Unsecured,0
38,21828.74,10836.16,24,2.7,0.1424,0.2181,5,Rented,Home,Unsecured,0
22,12456.59,16273.5,18,31.3,0.2191,0.7153,6,Rented,Auto,Unsecured,1
30,14233.4,1000.0,12,3.1,0.0326,0.122,2,Owned,Education,Unsecured,0
35,13459.0,7169.32,60,6.3,0.0153,0.4389,6,Rented,Auto,Unsecured,0
50,14197.74,23974.61,48,7.7,0.0554,0.4056,6,Mortgage,Home,Unsecured,0
64,11358.84,15816.3,24,4.4,0.1304,0.4118,1,Rented,Personal,Unsecured,0
37,11834.93,13091.21,48,7.9,0.0451,0.4562,4,Mortgage,Home,Secured,0
24,22128.72,21203.14,48,4.7,0.0881,0.2047,3,Owned,Education,Secured,0
27,4058.45,6446.32,60,7.2,0.1542,0.3803,6,Owned,Personal,Unsecured,1
61,19463.93,18346.05,48,8.9,0.0221,0.2165,5,Owned,Auto,Unsecured,0
51,22113.16,7712.5,12,1.2,0.039,0.5767,1,Mortgage,Home,Secured,0
59,7178.4,12473.23,60,12.4,0.0788,0.1054,7,Rented,Education,Secured,0
54,17387.51,3875.75,36,13.6,0.0775,0.4563,1,Rented,Education,Secured,0
26,10667.68,10081.93,12,0.9,0.0701,0.6188,7,Rented,Education,Unsecured,0
58,27090.62,18618.27,48,0.5,0.1888,0.3269,2,Owned,Personal,Unsecured,1
54,16354.96,9447.04,36,13.9,0.107,0.1351,3,Owned,Personal,Secured,0
64,29784.95,14465.38,24,30.3,0.1526,0.3522,2,Owned,Home,Secured,0
35,28578.22,9566.26,18,4.9,0.0292,0.4395,2,Owned,Home,Secured,0
34,20458.63,14153.3,18,22.5,0.0098,0.1041,2,Rented,Auto,Secured,0
26,35141.66,15723.97,18,19.3,0.0232,0.1037,1,Rented,Personal,Unsecured,0
57,5404.17,8609.57,12,2.3,0.0575,0.4337,5,Mortgage,Auto,Unsecured,0
52,29563.34,7673.04,24,9.0,0.1411,0.1018,5,Owned,Home,Unsecured,0
23,15855.4,9988.86,24,0.2,0.125,0.0479,4,Rented,Home,Unsecured,0
23,16986.5,9879.82,36,21.3,0.0991,0.095,6,Rented,Personal,Secured,0
42,14310.16,1879.91,24,7.4,0.0508,0.2528,4,Rented,Home,Secured,0
42,6399.59,13674.67,18,31.9,0.0799,0.4711,5,Rented,Home,Unsecured,0
30,22556.77,13908.18,24,4.3,0.2467,0.2326,2,Mortgage,Personal,Unsecured,0
23,8074.27,3016.62,36,0.2,0.0471,0.5871,1,Rented,Education,Unsecured,0
32,13272.01,16194.8,24,3.4,0.125,0.2431,2,Owned,Personal,Unsecured,0
49,13626.14,10001.14,24,4.1,0.1314,0.2796,2,Owned,Education,Secured,0
37,25964.61,13641.4,18,6.8,0.1054,0.0589,7,Owned,Home,Unsecured,0
27,17410.59,10759.0,24,1.7,0.048,0.2104,2,Owned,Education,Unsecured,0
33,3000.0,13630.26,12,11.3,0.0644,0.2206,3,Owned,Personal,Unsecured,0
22,10807.7,12585.84,60,0.8,0.0487,0.3687,3,Owned,Personal,Unsecured,0
24,5502.82,16389.33,36,2.6,0.1022,0.569,2,Rented,Education,Secured,0
30,22019.86,12009.52,36,0.1,0.0685,0.2249,4,Mortgage,Personal,Unsecured,0
59,8536.86,15769.96,36,7.8,0.2216,0.3159,4,Rented,Education,Unsecured,1
44,13153.32,19123.93,24,2.4,0.0262,0.4157,5,Owned,Personal,Unsecured,1
37,32002.69,11589.93,12,9.2,0.2987,0.2151,1,Rented,Education,Unsecured,0
26,23094.21,10682.94,60,8.3,0.1695,0.232,3,Owned,Personal,Unsecured,0
39,8683.3,14813.09,48,15.4,0.0092,0.4457,6,Owned,Home,Unsecured,0
25,24600.39,1696.51,48,12.0,0.0593,0.219,2,Rented,Auto,Unsecured,1
52,12257.35,7629.48,36,0.5,0.1555,0.3138,6,Rented,Personal,Secured,0
30,24580.4,7454.4,6,7.3,0.1602,0.2716,3,Mortgage,Personal,Unsecured,0
29,14701.34,14760.8,48,19.7,0.1084,0.6091,6,Mortgage,Home,Unsecured,1
47,10319.78,12750.56,48,0.7,0.0155,0.257,5,Rented,Auto,Secured,1
33,9572.25,18340.58,18,30.3,0.037,0.364,4,Owned,Personal,Secured,0
39,20301.02,18040.72,6,48.2,0.1221,0.2852,7,Owned,Education,Unsecured,0
41,25304.17,2194.48,6,5.5,0.0565,0.2083,4,Rented,Education,Secured,0
44,20979.2,3567.16,36,3.8,0.3507,0.554,7,Rented,Personal,Unsecured,0
58,14538.87,12193.24,60,18.7,0.0975,0.7193,7,Mortgage,Personal,Unsecured,0
24,3621.25,4265.3,60,20.2,0.1522,0.3502,1,Owned,Personal,Unsecured,1
44,12885.19,2138.8,6,17.4,0.0026,0.4977,1,Rented,Education,Unsecured,0
55,7983.73,8310.25,6,16.6,0.0358,0.0389,7,Rented,Home,Unsecured,0
23,28948.55,1574.84,48,11.4,0.1845,0.2183,5,Mortgage,Personal,Unsecured,0
24,14812.13,6861.71,12,0.3,0.0268,0.1189,1,Mortgage,Home,Secured,0
57,20403.04,15557.0,18,8.6,0.0344,0.1278,5,Rented,Home,Unsecured,0
60,15250.75,9569.92,24,3.3,0.0905,0.0674,6,Rented,Personal,Unsecured,0
55,21437.48,19488.64,36,9.1,0.2361,0.5862,6,Rented,Auto,Secured,0
51,23745.39,9159.21,48,3.6,0.0056,0.1013,7,Rented,Education,Unsecured,0
64,36627.64,14765.56,48,3.4,0.2842,0.1874,3,Owned,Personal,Unsecured,0
45,14352.6,9352.78,36,3.0,0.0063,0.076,2,Rented,Auto,Secured,0
60,26344.85,10919.62,6,4.7,0.0403,0.1317,4,Owned,Auto,Unsecured,0
33,20223.34,10038.66,24,4.6,0.2164,0.354,7,Mortgage,Personal,Unsecured,0
24,13375.01,14780.82,48,19.9,0.0132,0.3985,2,Mortgage,Personal,Secured,0
34,13946.05,15622.33,24,5.2,0.0137,0.2112,6,Owned,Education,Unsecured,1
33,21767.22,22307.44,24,4.5,0.0412,0.109,3,Owned,Auto,Unsecured,1
47,15627.18,12074.37,36,2.9,0.1408,0.0628,6,Rented,Education,Unsecured,0
26,18839.48,14739.23,36,7.9,0.112,0.2771,7,Rented,Personal,Secured,0
37,23317.16,6866.09,60,4.5,0.012,0.3939,1,Rented,Personal,Unsecured,0
56,37962.42,15438.39,48,38.3,0.096,0.3926,4,Owned,Home,Unsecured,0
60,18259.88,12126.17,48,6.4,0.136,0.4714,1,Rented,Personal,Unsecured,0
55,8974.61,1000.0,60,0.0,0.0255,0.1601,2,Owned,Personal,Unsecured,0
37,21183.91,7656.08,60,4.3,0.173,0.3472,6,Owned,Home,Secured,0
61,14127.77,1631.59,48,2.1,0.0012,0.1227,1,Rented,Home,Unsecured,0
22,33148.86,8308.06,12,4.3,0.1222,0.3875,5,Rented,Personal,Secured,0
33,14023.1,13532.91,36,2.9,0.0143,0.1314,2,Owned,Auto,Unsecured,0
22,18147.18,10506.25,36,2.5,0.0166,0.521,1,Mortgage,Personal,Unsecured,0
48,22983.31,15080.36,12,2.2,0.0476,0.1014,2,Rented,Home,Unsecured,0
63,21930.41,1000.0,36,24.7,0.2345,0.4434,1,Rented,Home,Unsecured,0
46,29121.54,16791.55,6,0.3,0.1723,0.1596,1,Rented,Personal,Unsecured,0
42,23339.87,13227.91,6,15.3,0.2974,0.3263,6,Rented,Education,Secured,0
63,36743.57,5675.03,60,1.3,0.0349,0.451,6,Owned,Auto,Secured,0
23,21595.94,11875.32,12,0.5,0.0055,0.3396,6,Rented,Home,Unsecured,1
55,28392.83,22955.13,48,4.2,0.3919,0.0535,2,Rented,Education,Unsecured,1
32,14245.99,19326.15,12,10.5,0.0224,0.3,3,Rented,Personal,Secured,0
44,33798.59,20387.83,6,45.5,0.0275,0.3697,7,Mortgage,Personal,Secured,0
25,15218.43,10935.5,24,3.0,0.0093,0.2103,2,Rented,Home,Unsecured,0
40,29888.27,17682.33,36,3.0,0.1923,0.0737,4,Rented,Auto,Secured,1
59,25135.35,18551.13,18,1.6,0.014,0.1895,4,Rented,Home,Secured,0
59,18533.36,6780.56,18,17.1,0.0027,0.3876,3,Rented,Home,Unsecured,0
33,29965.37,18453.3,12,15.9,0.0493,0.1375,1,Owned,Home,Secured,0
61,17904.09,17320.8,18,6.3,0.2105,0.175,2,Rented,Personal,Unsecured,0
32,28947.09,8635.78,24,4.2,0.134,0.3725,7,Rented,Education,Unsecured,0
33,21024.39,12467.34,18,2.5,0.1646,0.4768,6,Mortgage,Personal,Unsecured,0
30,14982.27,18790.97,6,6.1,0.0316,0.1034,1,Owned,Home,Unsecured,1
53,20562.14,11710.17,12,16.6,0.1191,0.6069,1,Rented,Education,Unsecured,0
60,18272.83,16417.03,48,11.9,0.0414,0.2436,4,Rented,Home,Secured,0
36,14459.87,9642.81,18,6.8,0.0519,0.1792,6,Owned,Auto,Unsecured,0
55,19863.89,6525.23,36,7.7,0.0043,0.4185,7,Rented,Personal,Unsecured,0
23,21229.49,6004.6,60,8.5,0.0073,0.0389,6,Owned,Personal,Unsecured,0
25,3000.0,10593.69,60,14.4,0.2991,0.5148,2,Rented,Home,Secured,0
46,22010.91,14191.55,12,1.2,0.1581,0.2701,5,Rented,Auto,Secured,0
31,23928.84,3213.85,24,7.3,0.0885,0.3742,6,Mortgage,Personal,Unsecured,0
27,29613.17,21631.22,6,2.5,0.0788,0.177,7,Rented,Auto,Unsecured,0
30,8112.0,17338.88,60,23.7,0.105,0.5182,6,Rented,Education,Unsecured,0
62,9859.97,14569.01,18,24.9,0.0255,0.419,4,Owned,Education,Unsecured,0
54,19674.19,16078.92,6,2.2,0.0385,0.4018,6,Rented,Auto,Unsecured,0
23,12296.59,8761.58,24,20.6,0.021,0.2434,1,Mortgage,Home,Unsecured,0
28,8481.93,4620.72,60,13.3,0.0408,0.533,1,Rented,Home,Secured,0
51,14692.75,14049.22,48,7.0,0.0526,0.2974,5,Rented,Home,Secured,0
31,15121.44,17220.76,18,13.4,0.1565,0.4582,1,Rented,Education,Unsecured,0
27,9874.8,9531.01,48,0.8,0.117,0.1644,3,Rented,Personal,Unsecured,0
22,9821.44,7279.12,48,27.2,0.0834,0.0704,5,Owned,Education,Secured,0
26,17029.45,9290.01,12,9.3,0.0884,0.0485,6,Owned,Education,Unsecured,0
61,6410.98,14405.73,48,0.2,0.3652,0.5827,1,Rented,Home,Unsecured,0
52,6282.26,15009.72,12,4.8,0.2378,0.452,4,Rented,Personal,Unsecured,0
40,18572.07,21050.06,48,5.3,0.0948,0.3595,4,Owned,Education,Unsecured,0
54,30045.15,14231.72,60,20.8,0.1079,0.1414,7,Rented,Personal,Secured,0
36,23864.33,7834.71,36,13.0,0.4059,0.1843,3,Owned,Auto,Unsecured,0
45,27780.95,10513.08,24,0.9,0.0754,0.2563,5,Owned,Personal,Unsecured,0
32,3559.52,6763.94,18,0.2,0.1128,0.416,5,Rented,Education,Secured,0
27,6731.19,17534.29,6,0.4,0.4202,0.3859,1,Rented,Personal,Secured,1
59,18085.2,6424.06,60,0.3,0.1632,0.2234,1,Owned,Education,Secured,0
37,24689.78,9172.4,6,3.9,0.062,0.2589,2,Mortgage,Home,Unsecured,0
31,23104.35,14407.14,18,2.9,0.0804,0.561,6,Owned,Home,Unsecured,0
26,7246.68,19976.48,24,16.1,0.1005,0.1346,3,Rented,Personal,Secured,0
43,27085.66,26280.95,24,11.6,0.1499,0.0759,5,Mortgage,Auto,Unsecured,0
47,17349.21,5298.14,48,1.7,0.0285,0.5248,1,Owned,Personal,Secured,0
26,24221.82,15188.0,6,8.6,0.036,0.181,6,Rented,Auto,Secured,0
58,13159.38,11884.96,18,28.3,0.3027,0.4878,5,Owned,Home,Unsecured,0
22,5650.1,10753.52,48,9.0,0.2084,0.341,6,Rented,Personal,Secured,1
42,24766.76,10585.61,18,6.1,0.2504,0.1962,3,Rented,Home,Unsecured,1
40,21757.18,5826.65,6,16.4,0.0141,0.3442,4,Rented,Education,Secured,0
45,8035.01,20333.99,18,18.0,0.2174,0.2431,3,Mortgage,Education,Unsecured,1
35,12654.62,1595.31,18,4.8,0.0152,0.1765,5,Rented,Personal,Unsecured,0
49,23488.7,11261.95,48,2.0,0.4402,0.2035,1,Owned,Auto,Secured,0
28,19648.28,19486.87,12,17.4,0.0195,0.0728,5,Mortgage,Home,Secured,1
57,22013.54,13135.42,12,15.0,0.3442,0.2241,2,Rented,Personal,Unsecured,0
53,13805.17,8648.54,36,11.5,0.0564,0.2866,6,Rented,Home,Secured,0
42,29385.02,8851.28,48,6.0,0.121,0.385,3,Rented,Personal,Secured,0
25,17110.8,16396.55,36,1.9,0.0218,0.3056,2,Rented,Personal,Secured,0
59,3000.0,10471.16,24,15.0,0.0157,0.4938,5,Mortgage,Personal,Unsecured,1
38,18855.51,11839.79,12,2.4,0.2071,0.0575,7,Rented,Auto,Secured,0
58,22839.54,15111.01,12,2.9,0.3404,0.2862,5,Rented,Personal,Unsecured,0
57,20376.61,16650.96,12,1.8,0.0732,0.4533,6,Rented,Education,Unsecured,0
50,14586.91,9209.51,12,21.4,0.1023,0.2029,2,Rented,Personal,Unsecured,0
51,3000.0,5171.77,24,6.7,0.085,0.1412,1,Rented,Personal,Secured,0
30,12800.22,6985.68,6,1.3,0.0093,0.1652,1,Rented,Personal,Unsecured,0
35,13555.59,18904.96,24,14.4,0.1309,0.2061,3,Rented,Auto,Unsecured,0
62,12726.47,12342.39,6,8.0,0.0982,0.1777,6,Rented,Personal,Unsecured,1
64,22895.71,5754.06,36,14.3,0.0202,0.2515,2,Rented,Personal,Unsecured,0
38,15332.62,7333.19,12,10.9,0.0517,0.2238,3,Mortgage,Personal,Unsecured,0
43,29053.4,17822.55,48,14.5,0.0334,0.1871,3,Rented,Personal,Unsecured,0
53,16195.52,12434.1,48,1.4,0.0888,0.3636,4,Owned,Auto,Secured,0
36,27727.07,3626.28,6,1.5,0.0089,0.2801,6,Rented,Auto,Unsecured,0
58,19715.72,6489.27,60,7.0,0.084,0.3553,3,Owned,Personal,Secured,0
55,20110.5,17764.34,60,15.5,0.0381,0.5228,6,Rented,Personal,Unsecured,0
54,12537.08,9160.84,60,10.9,0.068,0.6233,6,Mortgage,Education,Secured,0
48,7194.93,22473.99,24,15.7,0.1371,0.2855,3,Owned,Personal,Secured,0
22,17413.39,21577.27,6,4.5,0.1982,0.3287,4,Mortgage,Education,Secured,0
50,31494.77,19447.78,18,0.3,0.2132,0.5657,3,Owned,Personal,Unsecured,0
33,14330.42,14491.0,36,1.2,0.1732,0.4055,3,Owned,Home,Secured,0
61,13061.04,17165.22,36,3.4,0.3113,0.4413,6,Owned,Personal,Unsecured,1
36,16624.64,11720.96,12,25.3,0.0629,0.482,3,Owned,Auto,Unsecured,0
25,32145.5,11850.66,12,13.2,0.1354,0.2678,2,Owned,Personal,Unsecured,0
48,24295.5,5999.53,24,9.2,0.4526,0.3896,4,Rented,Personal,Unsecured,1
59,27714.1,11777.03,6,23.1,0.1444,0.033,1,Rented,Home,Unsecured,0
40,3000.0,5657.22,18,0.0,0.0731,0.2343,3,Owned,Personal,Secured,0
44,11402.96,12031.24,36,7.3,0.0614,0.2191,2,Rented,Personal,Secured,0
47,11680.53,5944.71,6,12.1,0.1387,0.1858,2,Rented,Personal,Unsecured,0
50,27088.7,7657.34,18,0.3,0.061,0.1056,2,Rented,Auto,Unsecured,0
47,23279.04,1000.0,48,12.9,0.0382,0.1785,4,Owned,Personal,Unsecured,0
46,26447.13,8086.68,6,10.8,0.0582,0.4578,7,Rented,Personal,Secured,0
27,3000.0,8401.41,12,9.4,0.0525,0.1677,7,Owned,Auto,Secured,0
62,26882.7,10455.08,48,32.3,0.1531,0.7226,4,Rented,Education,Unsecured,0
58,23274.61,17953.19,48,2.0,0.0432,0.1125,5,Rented,Education,Secured,0
25,10607.25,11736.29,36,35.8,0.1842,0.451,3,Owned,Education,Unsecured,0
43,16424.6,16640.48,18,25.1,0.2882,0.2549,1,Rented,Education,Unsecured,0
48,10851.31,16843.47,60,16.1,0.1049,0.3404,1,Rented,Personal,Unsecured,0
54,17227.13,19050.37,12,25.2,0.1735,0.5184,5,Owned,Education,Unsecured,0
35,21594.84,7470.17,48,33.3,0.0327,0.1221,1,Mortgage,Personal,Unsecured,0
52,29233.76,6090.36,60,8.0,0.0167,0.2417,3,Rented,Personal,Unsecured,0
46,10484.65,11417.55,24,5.5,0.0491,0.1274,1,Rented,Personal,Secured,1
51,14246.27,6788.3,24,3.7,0.0345,0.3449,3,Owned,Education,Unsecured,0
39,9176.57,10851.26,12,2.6,0.0411,0.2604,4,Rented,Auto,Unsecured,1
29,24132.51,7252.35,18,7.0,0.2555,0.1695,7,Rented,Education,Unsecured,0
49,5395.35,5904.33,18,15.2,0.0047,0.3229,4,Rented,Home,Secured,0
59,19416.11,13777.03,36,4.7,0.0538,0.3711,3,Rented,Home,Unsecured,0
24,8193.7,21325.58,12,17.3,0.1701,0.2308,7,Rented,Education,Unsecured,0
23,18366.5,10748.77,24,6.9,0.0154,0.2916,7,Rented,Home,Unsecured,0
49,27247.29,13386.28,12,2.8,0.0876,0.2525,6,Owned,Home,Unsecured,0
31,13909.9,12324.92,6,9.5,0.0212,0.1702,3,Rented,Personal,Unsecured,0
53,19766.96,11827.59,18,27.2,0.0993,0.0283,4,Rented,Home,Unsecured,0
58,10854.67,19144.8,48,1.8,0.0789,0.1643,3,Owned,Personal,Unsecured,1
31,17100.55,10616.9,6,7.1,0.0834,0.3071,5,Mortgage,Home,Secured,0
47,5536.8,1000.0,24,0.7,0.0307,0.1903,4,Rented,Education,Secured,0
53,23661.73,7613.36,18,14.6,0.0723,0.2101,1,Rented,Personal,Secured,0
41,14676.29,12533.61,24,20.9,0.1495,0.3417,4,Rented,Personal,Secured,0
59,16329.37,11465.35,24,2.0,0.0624,0.0802,1,Owned,Auto,Secured,0
51,18553.63,10852.12,24,1.5,0.2232,0.3271,1,Rented,Education,Secured,0
58,3000.0,9449.15,36,0.3,0.1882,0.3321,5,Rented,Personal,Unsecured,0
22,12462.14,12429.91,24,13.1,0.0281,0.2553,4,Owned,Personal,Secured,1
47,19081.93,22275.66,24,0.4,0.0671,0.3608,4,Owned,Personal,Secured,0
56,16720.64,10368.52,6,35.5,0.1113,0.265,5,Owned,Home,Secured,0
31,35418.76,22816.96,6,2.8,0.0168,0.1873,7,Mortgage,Education,Secured,0
38,28069.74,14358.44,6,9.1,0.3959,0.1841,4,Owned,Personal,Unsecured,0
21,19116.76,8648.39,18,10.8,0.1166,0.5925,7,Owned,Education,Unsecured,0
55,9820.01,16334.61,36,1.7,0.0209,0.1737,1,Rented,Auto,Unsecured,0
55,14040.52,1000.0,18,1.7,0.0059,0.111,6,Rented,Personal,Unsecured,0
51,23265.08,11923.6,36,0.2,0.2223,0.2006,6,Owned,Personal,Secured,0
48,18612.97,14592.62,36,14.0,0.0323,0.2339,7,Mortgage,Education,Secured,0
59,28208.83,14655.4,12,1.4,0.0482,0.4283,3,Mortgage,Education,Secured,0
21,18549.63,15185.29,48,3.6,0.0947,0.2923,6,Rented,Personal,Unsecured,0
45,18926.67,15623.69,12,7.2,0.0795,0.4716,6,Owned,Home,Unsecured,0
63,30993.7,13486.28,12,14.4,0.0264,0.1272,5,Rented,Education,Unsecured,0
58,9227.49,15614.45,36,3.2,0.0951,0.2287,6,Owned,Personal,Unsecured,1
40,31870.86,9201.05,36,13.9,0.0899,0.1276,5,Owned,Personal,Unsecured,0
23,24157.06,17881.79,18,4.7,0.1769,0.2564,7,Rented,Personal,Unsecured,0
22,43883.76,9699.68,36,10.9,0.0387,0.4134,3,Owned,Auto,Secured,0
38,12388.54,17784.77,60,5.3,0.0931,0.3076,1,Owned,Personal,Secured,0
64,31035.23,11899.55,24,21.5,0.1651,0.6532,3,Owned,Personal,Unsecured,0
30,19070.98,13090.75,24,4.0,0.0752,0.299,4,Rented,Personal,Unsecured,0
25,16515.33,16410.69,36,12.7,0.208,0.2756,3,Rented,Auto,Secured,0
29,20439.22,19532.58,24,9.1,0.071,0.535,5,Mortgage,Personal,Unsecured,0
22,19001.72,12202.81,36,16.9,0.0879,0.299,2,Mortgage,Education,Secured,0
54,11768.67,13080.66,60,22.2,0.3871,0.3466,4,Owned,Personal,Unsecured,1
58,16946.9,1000.0,12,25.1,0.0798,0.3814,7,Rented,Education,Secured,0
51,20456.85,7653.39,36,10.1,0.0122,0.576,6,Rented,Education,Unsecured,0
30,14598.76,4444.83,12,3.7,0.0811,0.1428,6,Rented,Personal,Secured,0
32,22323.53,9973.2,60,0.7,0.1221,0.3155,7,Rented,Personal,Unsecured,1
56,15633.26,8660.61,6,2.5,0.0651,0.3703,6,Rented,Personal,Secured,0
41,21666.76,8043.22,24,1.8,0.3967,0.2426,3,Owned,Personal,Unsecured,0
26,20701.73,6832.57,60,2.2,0.2945,0.2255,3,Owned,Education,Unsecured,0
23,21610.66,14626.81,6,27.4,0.113,0.3201,1,Owned,Personal,Secured,0
30,7210.29,3048.65,24,6.8,0.1969,0.5765,7,Rented,Education,Unsecured,0
25,26776.66,6544.93,60,5.7,0.1899,0.2391,4,Mortgage,Personal,Secured,1
46,11071.69,12165.77,60,2.6,0.1198,0.0825,1,Owned,Personal,Secured,0
41,16513.17,16848.47,48,6.9,0.2691,0.2125,5,Rented,Personal,Unsecured,1
46,12833.28,7349.13,48,44.0,0.0439,0.1466,5,Rented,Personal,Unsecured,1
58,18570.79,17251.85,48,2.4,0.1927,0.2011,1,Rented,Personal,Secured,0
64,17111.01,1000.0,6,3.4,0.0721,0.235,4,Owned,Home,Secured,0
46,23209.54,12010.66,60,14.4,0.047,0.621,1,Mortgage,Personal,Unsecured,0
28,18351.06,13530.45,48,26.4,0.0343,0.1567,6,Rented,Education,Unsecured,0
25,14866.52,7058.47,36,7.5,0.1409,0.2804,1,Rented,Auto,Unsecured,0
35,3620.73,5450.58,48,14.8,0.2641,0.4948,4,Rented,Education,Secured,0
36,25074.59,12633.48,6,0.2,0.1007,0.2972,5,Owned,Auto,Unsecured,0
21,22140.29,11821.51,60,10.2,0.2727,0.123,2,Rented,Auto,Unsecured,0
36,25400.99,7942.34,24,0.4,0.2209,0.2386,1,Mortgage,Personal,Secured,0
57,16516.85,10556.12,18,46.0,0.1123,0.4131,6,Mortgage,Personal,Secured,0
23,20855.46,8990.59,24,8.0,0.2514,0.3974,6,Mortgage,Home,Unsecured,0
51,12772.86,18253.75,18,1.8,0.0302,0.3405,1,Rented,Personal,Unsecured,0
33,12041.57,15399.91,36,19.8,0.0078,0.5986,3,Rented,Auto,Secured,0
36,15731.19,12968.92,60,12.6,0.0183,0.456,4,Rented,Personal,Secured,0
63,25374.46,21435.99,24,4.1,0.0411,0.5833,3,Rented,Education,Secured,0
41,15801.81,17174.07,6,0.4,0.0086,0.4681,5,Mortgage,Home,Unsecured,0
22,17567.31,18219.76,36,10.4,0.0669,0.2656,3,Mortgage,Auto,Unsecured,0
47,19939.56,19905.49,24,10.1,0.0518,0.2152,4,Rented,Education,Unsecured,1
58,18202.74,11219.98,36,3.7,0.0265,0.2725,1,Mortgage,Personal,Secured,0
46,26114.7,5910.98,60,10.3,0.0775,0.2662,1,Owned,Personal,Secured,0
